form_id,lexeme,cell,source_form,orth_form,analysed_orth_form,phon_form,analysed_phon_form,variants_tag,paradigm_tag,source,page,language_id
kommoirangmantak083,mu,3.pl.3.sg.fut.aff,in-na-mu-sik-ni,in-na-Σ-sik-ni,in+na+Σ+sik+ni,i n n a Σ s i k n i,i n + n a + Σ + s i k + n i,unspecified,certain_fut,Kanshouwa2026MoirangMantakKom,nopage,kommoirangmantak
kommoirangmantak084,mu,3.pl.3.pl.fut.aff,mu-in-te,Σ-in-te,Σ+in+te,Σ i n t e,Σ + i n + t e,unspecified,uncertain_fut,Kanshouwa2026MoirangMantakKom,nopage,kommoirangmantak
kommoirangmantak085,mu,3.pl.3.pl.fut.aff,in-na-mu-sik-ni,in-na-Σ-sik-ni,in+na+Σ+sik+ni,i n n a Σ s i k n i,i n + n a + Σ + s i k + n i,unspecified,certain_fut,Kanshouwa2026MoirangMantakKom,nopage,kommoirangmantak
kommoirangmantak086,che,1.sg.fut.neg,che-nu-ning,Σ-nu-ning,Σ+nu+n+ing,Σ n u n i ŋ,Σ + n u + n + i ŋ,unspecified,,Kanshouwa2026MoirangMantakKom,nopage,kommoirangmantak
kommoirangmantak087,che,1.pl.excl.fut.neg,che-nu-na-ung,Σ-nu-na-ung,Σ+nu+na+u+ng,Σ n u n a u ŋ,Σ + n u + n a + u + ŋ,unspecified,,Kanshouwa2026MoirangMantakKom,nopage,kommoirangmantak
kommoirangmantak088,che,1.pl.incl.fut.neg,che-nu-sing,Σ-nu-sing,Σ+nu+s+ing,Σ n u s i ŋ,Σ + n u + s + i ŋ,unspecified,,Kanshouwa2026MoirangMantakKom,nopage,kommoirangmantak
kommoirangmantak089,mu,1.sg.2.sg.fut.neg,na-mu-nu-ning,na-Σ-nu-ning,na+Σ+nu+n+ing,n a Σ n u n i ŋ,n a + Σ + n u + n + i ŋ,unspecified,,Kanshouwa2026MoirangMantakKom,nopage,kommoirangmantak
kommoirangmantak090,mu,1.sg.2.pl.fut.neg,na-mu-nu-ning,na-Σ-nu-ning,na+Σ+nu+ni+ng,n a Σ n u n i ŋ,n a + Σ + n u + n i + ŋ,unspecified,,Kanshouwa2026MoirangMantakKom,nopage,kommoirangmantak
kommoirangmantak091,mu,1.sg.3.pl.fut.neg,mu-nu-ning,Σ-nu-ning,Σ+nu+ni+ng,Σ n u n i ŋ,Σ + n u + n i + ŋ,unspecified,,Kanshouwa2026MoirangMantakKom,nopage,kommoirangmantak
kommoirangmantak092,mu,1.pl.excl.2.sg.fut.neg,na-mu-nu-na-ung,na-Σ-nu-na-ung,na+Σ+nu+na+u+ng,n a Σ n u n a u ŋ,n a + Σ + n u + n a + u + ŋ,unspecified,,Kanshouwa2026MoirangMantakKom,nopage,kommoirangmantak
kommoirangmantak093,mu,1.pl.excl.2.pl.fut.neg,na-mu-nu-na-ung,na-Σ-nu-na-ung,na+Σ+nu+na+u+ng,n a Σ n u n a u ŋ,n a + Σ + n u + n a + u + ŋ,unspecified,,Kanshouwa2026MoirangMantakKom,nopage,kommoirangmantak
kommoirangmantak094,mu,1.sg.3.sg.fut.neg,mu-nu-ning,Σ-nu-ning,Σ+nu+n+ing,Σ n u n i ŋ,Σ + n u + n + i ŋ,unspecified,,Kanshouwa2026MoirangMantakKom,nopage,kommoirangmantak
kommoirangmantak095,mu,1.pl.excl.3.sg.fut.neg,mu-nu-na-ung,Σ-nu-na-ung,Σ+nu+na+u+ng,Σ n u n a u ŋ,Σ + n u + n a + u + ŋ,unspecified,,Kanshouwa2026MoirangMantakKom,nopage,kommoirangmantak
kommoirangmantak096,mu,1.pl.incl.3.sg.fut.neg,mu-nu-sing,Σ-nu-sing,Σ+nu+s+ing,Σ n u s i ŋ,Σ + n u + s + i ŋ,unspecified,,Kanshouwa2026MoirangMantakKom,nopage,kommoirangmantak
kommoirangmantak097,mu,1.pl.excl.3.pl.fut.neg,mu-nu-na-ung,Σ-nu-na-ung,Σ+nu+na+u+ng,Σ n u n a u ŋ,Σ + n u + n a + u + ŋ,unspecified,,Kanshouwa2026MoirangMantakKom,nopage,kommoirangmantak
kommoirangmantak098,mu,1.pl.incl.3.pl.fut.neg,mu-nu-sing,Σ-nu-sing,Σ+nu+s+ing,Σ n u s i ŋ,Σ + n u + s + i ŋ,unspecified,,Kanshouwa2026MoirangMantakKom,nopage,kommoirangmantak
kommoirangmantak099,che,2.sg.fut.neg,che-nu-tin,Σ-nu-tin,Σ+nu+ti+n,Σ n u t i n,Σ + n u + t i + n,unspecified,,Kanshouwa2026MoirangMantakKom,nopage,kommoirangmantak
kommoirangmantak100,che,2.pl.fut.neg,che-nu-ta-un,Σ-nu-ta-un,Σ+nu+ta+u+n,Σ n u t a u n,Σ + n u + t a + u + n,unspecified,,Kanshouwa2026MoirangMantakKom,nopage,kommoirangmantak
kommoirangmantak101,mu,2.sg.1.sg.fut.neg,na-mu-nu-tin,na-Σ-nu-tin,na+Σ+nu+ti+n,n a Σ n u t i n,n a + Σ + n u + t i + n,unspecified,,Kanshouwa2026MoirangMantakKom,nopage,kommoirangmantak
kommoirangmantak102,mu,2.sg.1.pl.excl.fut.neg,na-mu-nu-tin,na-Σ-nu-tin,na+Σ+nu+ti+n,n a Σ n u t i n,n a + Σ + n u + t i + n,unspecified,,Kanshouwa2026MoirangMantakKom,nopage,kommoirangmantak
kommoirangmantak103,mu,2.pl.1.sg.fut.neg,na-mu-nu-ta-un,na-Σ-nu-ta-un,na+Σ+nu+ta+un,n a Σ n u t a u n,n a + Σ + n u + t a + u n,unspecified,,Kanshouwa2026MoirangMantakKom,nopage,kommoirangmantak
kommoirangmantak104,mu,2.pl.1.pl.excl.fut.neg,na-mu-nu-ta-un,na-Σ-nu-ta-un,na+Σ+nu+ta+un,n a Σ n u t a u n,n a + Σ + n u + t a + u n,unspecified,,Kanshouwa2026MoirangMantakKom,nopage,kommoirangmantak
kommoirangmantak105,mu,2.sg.3.sg.fut.neg,mu-nu-tin,Σ-nu-tin,Σ+nu+ti+n,Σ n u t i n,Σ + n u + t i + n,unspecified,,Kanshouwa2026MoirangMantakKom,nopage,kommoirangmantak
kommoirangmantak106,mu,2.sg.3.pl.fut.neg,mu-nu-tin,Σ-nu-tin,Σ+nu+ti+n,Σ n u t i n,Σ + n u + t i + n,unspecified,,Kanshouwa2026MoirangMantakKom,nopage,kommoirangmantak
kommoirangmantak107,mu,2.pl.3.sg.fut.neg,mu-nu-ta-un,Σ-nu-ta-un,Σ+nu+ta+un,Σ n u t a u n,Σ + n u + t a + u n,unspecified,,Kanshouwa2026MoirangMantakKom,nopage,kommoirangmantak
kommoirangmantak108,mu,2.pl.3.pl.fut.neg,mu-nu-ta-un,Σ-nu-ta-un,Σ+nu+ta+un,Σ n u t a u n,Σ + n u + t a + u n,unspecified,,Kanshouwa2026MoirangMantakKom,nopage,kommoirangmantak
kommoirangmantak109,che,3.sg.fut.neg,che-nu-ni,Σ-nu-ni,Σ+nu+ni,Σ n u n i,Σ + n u + n i,unspecified,,Kanshouwa2026MoirangMantakKom,nopage,kommoirangmantak
kommoirangmantak110,che,3.pl.fut.neg,che-nu-na-u,Σ-nu-na-u,Σ+nu+na+u,Σ n u n a u,Σ + n u + n a + u,unspecified,,Kanshouwa2026MoirangMantakKom,nopage,kommoirangmantak
kommoirangmantak111,mu,3.sg.1.sg.fut.neg,na-mu-nu-ni,na-Σ-nu-ni,na+Σ+nu+ni,n a Σ n u n i,n a + Σ + n u + n i,unspecified,,Kanshouwa2026MoirangMantakKom,nopage,kommoirangmantak
kommoirangmantak112,mu,3.sg.1.pl.excl.fut.neg,na-mu-nu-ni,na-Σ-nu-ni,na+Σ+nu+ni,n a Σ n u n i,n a + Σ + n u + n i,unspecified,,Kanshouwa2026MoirangMantakKom,nopage,kommoirangmantak
kommoirangmantak113,mu,3.sg.1.pl.incl.fut.neg,na-mu-nu-ni,na-Σ-nu-ni,na+Σ+nu+ni,n a Σ n u n i,n a + Σ + n u + n i,unspecified,,Kanshouwa2026MoirangMantakKom,nopage,kommoirangmantak
kommoirangmantak114,mu,3.pl.1.sg.fut.neg,na-mu-nu-na-u,na-Σ-nu-na-u,na+Σ+nu+na+u,n a Σ n u n a u,n a + Σ + n u + n a + u,unspecified,,Kanshouwa2026MoirangMantakKom,nopage,kommoirangmantak
kommoirangmantak115,mu,3.pl.1.pl.excl.fut.neg,na-mu-nu-na-u,na-Σ-nu-na-u,na+Σ+nu+na+u,n a Σ n u n a u,n a + Σ + n u + n a + u,unspecified,,Kanshouwa2026MoirangMantakKom,nopage,kommoirangmantak
kommoirangmantak116,mu,3.pl.1.pl.incl.fut.neg,na-mu-nu-na-u,na-Σ-nu-na-u,na+Σ+nu+na+u,n a Σ n u n a u,n a + Σ + n u + n a + u,unspecified,,Kanshouwa2026MoirangMantakKom,nopage,kommoirangmantak
kommoirangmantak117,mu,3.sg.2.sg.fut.neg,na-mu-nu-ni,na-Σ-nu-ni,na+Σ+nu+ni,n a Σ n u n i,n a + Σ + n u + n i,unspecified,,Kanshouwa2026MoirangMantakKom,nopage,kommoirangmantak
kommoirangmantak118,mu,3.sg.2.pl.fut.neg,na-mu-nu-ni,na-Σ-nu-ni,na+Σ+nu+ni,n a Σ n u n i,n a + Σ + n u + n i,unspecified,,Kanshouwa2026MoirangMantakKom,nopage,kommoirangmantak
kommoirangmantak119,mu,3.pl.2.sg.fut.neg,na-mu-nu-na-u,na-Σ-nu-na-u,na+Σ+nu+na+u,n a Σ n u n a u,n a + Σ + n u + n a + u,unspecified,,Kanshouwa2026MoirangMantakKom,nopage,kommoirangmantak
kommoirangmantak120,mu,3.pl.2.pl.fut.neg,na-mu-nu-na-u,na-Σ-nu-na-u,na+Σ+nu+na+u,n a Σ n u n a u,n a + Σ + n u + n a + u,unspecified,,Kanshouwa2026MoirangMantakKom,nopage,kommoirangmantak
kommoirangmantak121,mu,3.sg.3.sg.fut.neg,mu-nu-ni,Σ-nu-ni,Σ+nu+ni,Σ n u n i,Σ + n u + n i,unspecified,,Kanshouwa2026MoirangMantakKom,nopage,kommoirangmantak
kommoirangmantak122,mu,3.sg.3.pl.fut.neg,mu-nu-ni,Σ-nu-ni,Σ+nu+ni,Σ n u n i,Σ + n u + n i,unspecified,,Kanshouwa2026MoirangMantakKom,nopage,kommoirangmantak
kommoirangmantak123,mu,3.pl.3.sg.fut.neg,mu-nu-na-u,Σ-nu-na-u,Σ+nu+na+u,Σ n u n a u,Σ + n u + n a + u,unspecified,,Kanshouwa2026MoirangMantakKom,nopage,kommoirangmantak
kommoirangmantak124,mu,3.pl.3.pl.fut.neg,mu-nu-na-u,Σ-nu-na-u,Σ+nu+na+u,Σ n u n a u,Σ + n u + n a + u,unspecified,,Kanshouwa2026MoirangMantakKom,nopage,kommoirangmantak
kommoirangmantak125,che,1.sg.nfut.aff,ka-che,ka-Σ,ka+Σ,k a Σ,k a + Σ,unspecified,,Kanshouwa2026MoirangMantakKom,nopage,kommoirangmantak
kommoirangmantak126,che,1.pl.excl.nfut.aff,kin-che,kin-Σ,kin+Σ,k i n Σ,k i n + Σ,unspecified,,Kanshouwa2026MoirangMantakKom,nopage,kommoirangmantak
kommoirangmantak127,che,1.pl.incl.nfut.aff,ni-che,ni-Σ,ni+Σ,n i Σ,n i + Σ,unspecified,,Kanshouwa2026MoirangMantakKom,nopage,kommoirangmantak
kommoirangmantak128,mu,1.sg.2.sg.nfut.aff,ka-na-mu,ka-na-Σ,ka+na+Σ,k a n a Σ,k a + n a + Σ,unspecified,,Kanshouwa2026MoirangMantakKom,nopage,kommoirangmantak
kommoirangmantak129,mu,1.sg.2.pl.nfut.aff,ka-na-mu,ka-na-Σ,ka+na+Σ,k a n a Σ,k a + n a + Σ,unspecified,,Kanshouwa2026MoirangMantakKom,nopage,kommoirangmantak
kommoirangmantak130,mu,1.pl.excl.2.sg.nfut.aff,kin-na-mu,kin-na-Σ,kin+na+Σ,k i n n a Σ,k i n + n a + Σ,unspecified,,Kanshouwa2026MoirangMantakKom,nopage,kommoirangmantak
kommoirangmantak131,mu,1.pl.excl.2.pl.nfut.aff,kin-na-mu,kin-na-Σ,kin+na+Σ,k i n n a Σ,k i n + n a + Σ,unspecified,,Kanshouwa2026MoirangMantakKom,nopage,kommoirangmantak
kommoirangmantak132,mu,1.sg.3.sg.nfut.aff,ka-mu,ka-Σ,ka+Σ,k a Σ,k a + Σ,unspecified,,Kanshouwa2026MoirangMantakKom,nopage,kommoirangmantak
kommoirangmantak133,mu,1.sg.3.pl.nfut.aff,ka-mu,ka-Σ,ka+Σ,k a Σ,k a + Σ,unspecified,,Kanshouwa2026MoirangMantakKom,nopage,kommoirangmantak
kommoirangmantak134,mu,1.pl.excl.3.sg.nfut.aff,kin-mu,kin-Σ,kin+Σ,k i n Σ,k i n + Σ,unspecified,,Kanshouwa2026MoirangMantakKom,nopage,kommoirangmantak
kommoirangmantak135,mu,1.pl.incl.3.sg.nfut.aff,ni-mu,ni-Σ,ni+Σ,n i Σ,n i + Σ,unspecified,,Kanshouwa2026MoirangMantakKom,nopage,kommoirangmantak
kommoirangmantak136,mu,1.pl.excl.3.pl.nfut.aff,kin-mu,kin-Σ,kin+Σ,k i n Σ,k i n + Σ,unspecified,,Kanshouwa2026MoirangMantakKom,nopage,kommoirangmantak
kommoirangmantak137,mu,1.pl.incl.3.pl.nfut.aff,ni-mu,ni-Σ,ni+Σ,n i Σ,n i + Σ,unspecified,,Kanshouwa2026MoirangMantakKom,nopage,kommoirangmantak
kommoirangmantak138,che,2.sg.nfut.aff,na-che,na-Σ,na+Σ,n a Σ,n a + Σ,unspecified,,Kanshouwa2026MoirangMantakKom,nopage,kommoirangmantak
kommoirangmantak139,che,2.pl.nfut.aff,ning-che,ning-Σ,ning+Σ,n i ŋ Σ,n i ŋ + Σ,unspecified,,Kanshouwa2026MoirangMantakKom,nopage,kommoirangmantak
kommoirangmantak140,mu,2.sg.1.sg.nfut.aff,na-na-mu,na-na-Σ,na+na+Σ,n a n a Σ,n a + n a + Σ,unspecified,,Kanshouwa2026MoirangMantakKom,nopage,kommoirangmantak
kommoirangmantak141,mu,2.sg.1.pl.excl.nfut.aff,na-na-mu,na-na-Σ,na+na+Σ,n a n a Σ,n a + n a + Σ,unspecified,,Kanshouwa2026MoirangMantakKom,nopage,kommoirangmantak
kommoirangmantak142,mu,2.pl.1.sg.nfut.aff,ning-na-mu,ning-na-Σ,ning+na+Σ,n i ŋ n a Σ,n i ŋ + n a + Σ,unspecified,,Kanshouwa2026MoirangMantakKom,nopage,kommoirangmantak
kommoirangmantak143,mu,2.pl.1.pl.excl.nfut.aff,ning-na-mu,ning-na-Σ,ning+na+Σ,n i ŋ n a Σ,n i ŋ + n a + Σ,unspecified,,Kanshouwa2026MoirangMantakKom,nopage,kommoirangmantak
kommoirangmantak144,mu,2.sg.3.sg.nfut.aff,na-mu,na-Σ,na+Σ,n a Σ,n a + Σ,unspecified,,Kanshouwa2026MoirangMantakKom,nopage,kommoirangmantak
kommoirangmantak145,mu,2.sg.3.pl.nfut.aff,na-mu,na-Σ,na+Σ,n a Σ,n a + Σ,unspecified,,Kanshouwa2026MoirangMantakKom,nopage,kommoirangmantak
kommoirangmantak146,mu,2.pl.3.sg.nfut.aff,ning-mu,ning-Σ,ning+Σ,n i ŋ Σ,n i ŋ + Σ,unspecified,,Kanshouwa2026MoirangMantakKom,nopage,kommoirangmantak
kommoirangmantak147,mu,2.pl.3.pl.nfut.aff,ning-mu,ning-Σ,ning+Σ,n i ŋ Σ,n i ŋ + Σ,unspecified,,Kanshouwa2026MoirangMantakKom,nopage,kommoirangmantak
kommoirangmantak148,che,3.sg.nfut.aff,a-che,a-Σ,a+Σ,a Σ,a + Σ,unspecified,,Kanshouwa2026MoirangMantakKom,nopage,kommoirangmantak
kommoirangmantak149,che,3.pl.nfut.aff,in-che,in-Σ,in+Σ,i n Σ,i n + Σ,unspecified,,Kanshouwa2026MoirangMantakKom,nopage,kommoirangmantak
kommoirangmantak150,mu,3.sg.1.sg.nfut.aff,a-na-mu,a-na-Σ,kei a+na+Σ,k ei a n a Σ,k ei + a + n a + Σ,unspecified,,Kanshouwa2026MoirangMantakKom,nopage,kommoirangmantak
kommoirangmantak151,mu,3.sg.1.pl.excl.nfut.aff,a-na-mu,a-na-Σ,a+na+Σ,a n a Σ,a + n a + Σ,unspecified,,Kanshouwa2026MoirangMantakKom,nopage,kommoirangmantak
kommoirangmantak152,mu,3.sg.1.pl.incl.nfut.aff,a-na-mu,a-na-Σ,a+na+Σ,a n a Σ,a + n a + Σ,unspecified,,Kanshouwa2026MoirangMantakKom,nopage,kommoirangmantak
kommoirangmantak153,mu,3.pl.1.sg.nfut.aff,in-na-mu,in-na-Σ,in+na+Σ,i n n a Σ,i n + n a + Σ,unspecified,,Kanshouwa2026MoirangMantakKom,nopage,kommoirangmantak
kommoirangmantak154,mu,3.pl.1.pl.excl.nfut.aff,in-na-mu,in-na-Σ,in+na+Σ,i n n a Σ,i n + n a + Σ,unspecified,,Kanshouwa2026MoirangMantakKom,nopage,kommoirangmantak
kommoirangmantak155,mu,3.pl.1.pl.incl.nfut.aff,in-na-mu,in-na-Σ,in+na+Σ,i n n a Σ,i n + n a + Σ,unspecified,,Kanshouwa2026MoirangMantakKom,nopage,kommoirangmantak
kommoirangmantak156,mu,3.sg.2.sg.nfut.aff,a-na-mu,a-na-Σ,a+na+Σ,a n a Σ,a + n a + Σ,unspecified,,Kanshouwa2026MoirangMantakKom,nopage,kommoirangmantak
kommoirangmantak157,mu,3.sg.2.pl.nfut.aff,a-na-mu,a-na-Σ,a+na+Σ,a n a Σ,a + n a + Σ,unspecified,,Kanshouwa2026MoirangMantakKom,nopage,kommoirangmantak
kommoirangmantak158,mu,3.pl.2.sg.nfut.aff,in-na-mu,in-na-Σ,in+na+Σ,i n n a Σ,i n + n a + Σ,unspecified,,Kanshouwa2026MoirangMantakKom,nopage,kommoirangmantak
kommoirangmantak159,mu,3.pl.2.pl.nfut.aff,in-na-mu,in-na-Σ,in+na+Σ,i n n a Σ,i n + n a + Σ,unspecified,,Kanshouwa2026MoirangMantakKom,nopage,kommoirangmantak
kommoirangmantak160,mu,3.sg.3.sg.nfut.aff,a-mu,a-Σ,a+Σ,a Σ,a + Σ,unspecified,,Kanshouwa2026MoirangMantakKom,nopage,kommoirangmantak
kommoirangmantak161,mu,3.sg.3.pl.nfut.aff,a-mu,a-Σ,a+Σ,a Σ,a + Σ,unspecified,,Kanshouwa2026MoirangMantakKom,nopage,kommoirangmantak
kommoirangmantak162,mu,3.pl.3.sg.nfut.aff,in-mu,in-Σ,in+Σ,i n Σ,i n + Σ,unspecified,,Kanshouwa2026MoirangMantakKom,nopage,kommoirangmantak
kommoirangmantak163,mu,3.pl.3.pl.nfut.aff,in-mu,in-Σ,in+Σ,i n Σ,i n + Σ,unspecified,,Kanshouwa2026MoirangMantakKom,nopage,kommoirangmantak
kommoirangmantak164,che,1.sg.nfut.neg,che-ma-eng,Σ-ma-eng,Σ+ma+eng,Σ m a e ŋ,Σ + m a + e ŋ,unspecified,,Kanshouwa2026MoirangMantakKom,nopage,kommoirangmantak
kommoirangmantak165,che,1.pl.excl.nfut.neg,che-ma-ung,Σ-ma-ung,Σ+ma+u+ng,Σ m a u ŋ,Σ + m a + u + ŋ,unspecified,,Kanshouwa2026MoirangMantakKom,nopage,kommoirangmantak
kommoirangmantak166,che,1.pl.incl.nfut.neg,che-mak-sing,Σ-mak-sing,Σ+mak+s+ing,Σ m a k s i ŋ,Σ + m a k + s + i ŋ,unspecified,,Kanshouwa2026MoirangMantakKom,nopage,kommoirangmantak
kommoirangmantak167,mu,1.sg.2.sg.nfut.neg,na-mu-ma-eng,na-Σ-ma-eng,na+Σ+ma+eng,n a Σ m a e ŋ,n a + Σ + m a + e ŋ,unspecified,,Kanshouwa2026MoirangMantakKom,nopage,kommoirangmantak
kommoirangmantak168,mu,1.sg.2.pl.nfut.neg,na-mu-ma-eng,na-Σ-ma-eng,na+Σ+ma+eng,n a Σ m a e ŋ,n a + Σ + m a + e ŋ,unspecified,,Kanshouwa2026MoirangMantakKom,nopage,kommoirangmantak
kommoirangmantak169,mu,1.pl.excl.2.sg.nfut.neg,na-mu-ma-ung,na-Σ-ma-ung,na+Σ+ma+u+ng,n a Σ m a u ŋ,n a + Σ + m a + u + ŋ,unspecified,,Kanshouwa2026MoirangMantakKom,nopage,kommoirangmantak
kommoirangmantak170,mu,1.pl.excl.2.pl.nfut.neg,na-mu-ma-ung,na-Σ-ma-ung,na+Σ+ma+u+ng,n a Σ m a u ŋ,n a + Σ + m a + u + ŋ,unspecified,,Kanshouwa2026MoirangMantakKom,nopage,kommoirangmantak
kommoirangmantak171,mu,1.sg.3.sg.nfut.neg,mu-ma-eng,Σ-ma-eng,Σ+ma+eng,Σ m a e ŋ,Σ + m a + e ŋ,unspecified,,Kanshouwa2026MoirangMantakKom,nopage,kommoirangmantak
kommoirangmantak172,mu,1.sg.3.pl.nfut.neg,mu-ma-eng,Σ-ma-eng,Σ+ma+eng,Σ m a e ŋ,Σ + m a + e ŋ,unspecified,,Kanshouwa2026MoirangMantakKom,nopage,kommoirangmantak
kommoirangmantak173,mu,1.pl.excl.3.sg.nfut.neg,mu-ma-ung,Σ-ma-ung,Σ+ma+u+ng,Σ m a u ŋ,Σ + m a + u + ŋ,unspecified,,Kanshouwa2026MoirangMantakKom,nopage,kommoirangmantak
kommoirangmantak174,mu,1.pl.incl.3.sg.nfut.neg,mu-mak-sing,Σ-mak-sing,Σ+ma+s+ing,Σ m a s i ŋ,Σ + m a + s + i ŋ,unspecified,,Kanshouwa2026MoirangMantakKom,nopage,kommoirangmantak
kommoirangmantak175,mu,1.pl.excl.3.pl.nfut.neg,mu-ma-ung,Σ-ma-ung,Σ+ma+u+ng,Σ m a u ŋ,Σ + m a + u + ŋ,unspecified,,Kanshouwa2026MoirangMantakKom,nopage,kommoirangmantak
