grapheme_id,language_id
-,kommoirangmantak
a,kommoirangmantak
ch,kommoirangmantak
e,kommoirangmantak
ei,kommoirangmantak
h,kommoirangmantak
i,kommoirangmantak
k,kommoirangmantak
m,kommoirangmantak
n,kommoirangmantak
ng,kommoirangmantak
s,kommoirangmantak
t,kommoirangmantak
u,kommoirangmantak
Σ,kommoirangmantak
